,fighter_name,fight#,outcome,opponent_name,event,date
12650,Chris Price,2,loss,Ed Herman,UFC Fight Night: Evans vs Salmon,"Jan. 25, 2007"
12651,Chris Price,1,loss,Kendall Grove,Ortiz vs Shamrock 3: The Final Chapter,"Oct. 10, 2006"
12652,Ross Pointon,3,loss,Rich Clementi,UFC Fight Night: Evans vs Salmon,"Jan. 25, 2007"
12653,Ross Pointon,2,loss,Rory Singer,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Jun. 24, 2006"
12654,Ross Pointon,1,loss,Michael Bisping,CWFC - Strike Force 4,"Nov. 26, 2005"
12655,Marcio Cruz,4,loss,Andrei Arlovski,UFC 66: Liddell vs Ortiz 2,"Dec. 30, 2006"
12656,Marcio Cruz,3,loss,Jeff Monson,UFC 59: Reality Check,"Apr. 15, 2006"
12657,Marcio Cruz,2,win,Frank Mir,UFC 57: Liddell vs Couture 3,"Feb. 04, 2006"
12658,Marcio Cruz,1,win,Keigo Kunihara,UFC 55: Fury,"Oct. 07, 2005"
12659,Jeff Joslin,2,loss,Josh Koscheck,UFC Fight Night: Sanchez vs Riggs,"Dec. 13, 2006"
12660,Jeff Joslin,1,loss,Jon Fitch,Freedom Fight - Canada vs. USA,"Jul. 09, 2005"
12661,Shonie Carter,7,loss,Marcus Davis,UFC Fight Night: Sanchez vs Riggs,"Dec. 13, 2006"
12662,Shonie Carter,6,loss,Mike Pyle,WEC 18: Unfinished Business,"Jan. 13, 2006"
12663,Shonie Carter,5,loss,Nate Quarry,UFC 53: Heavy Hitters,"Jun. 04, 2005"
12664,Shonie Carter,4,loss,Pat Miletich,UFC 32: Showdown in the Meadowlands,"Jun. 29, 2001"
12665,Shonie Carter,3,win,Matt Serra,UFC 31: Locked and Loaded,"May. 04, 2001"
12666,Shonie Carter,2,win,Adrian Serrano,UFC 26: Ultimate Field Of Dreams,"Jun. 09, 2000"
12667,Shonie Carter,1,win,Brad Gumm,UFC 24: First Defense,"Mar. 10, 2000"
12668,Dave Menne,7,loss,Luigi Fioravanti,UFC Fight Night: Sanchez vs Riggs,"Dec. 13, 2006"
12669,Dave Menne,6,loss,Josh Koscheck,UFC Fight Night 5,"Jun. 28, 2006"
12670,Dave Menne,5,loss,Jake Shields,ROTR 8,"Jan. 20, 2006"
12671,Dave Menne,4,loss,Phil Baroni,UFC 39: The Warriors Return,"Sep. 27, 2002"
12672,Dave Menne,3,loss,Murilo Bustamante,UFC 35: Throwdown,"Jan. 11, 2002"
12673,Dave Menne,2,win,Gil Castillo,UFC 33: Victory in Vegas,"Sep. 28, 2001"
12674,Dave Menne,1,win,Fabiano Iha,UFC 24: First Defense,"Mar. 10, 2000"
12675,Logan Clark,4,win,Scott Harper,WEC 33: Marshall vs. Stann,"Mar. 26, 2008"
12676,Logan Clark,3,loss,Eric Schambari,WEC 29: Condit vs. Larson,"Aug. 05, 2007"
12677,Logan Clark,2,win,Blas Avena,WEC 25: McCullough vs. Cope,"Jan. 20, 2007"
12678,Logan Clark,1,win,Steve Byrnes,UFC Fight Night: Sanchez vs Riggs,"Dec. 13, 2006"
12679,Steve Byrnes,1,loss,Logan Clark,UFC Fight Night: Sanchez vs Riggs,"Dec. 13, 2006"
12680,Jeff Monson,12,loss,Fedor Emelianenko,M-1 Global - Fedor vs. Monson,"Nov. 20, 2011"
12681,Jeff Monson,11,loss,Daniel Cormier,Strikeforce - Overeem vs. Werdum,"Jun. 18, 2011"
12682,Jeff Monson,10,win,Sergei Kharitonov,DREAM 8: Welterweight Grand Prix 2009 1st Round,"Apr. 05, 2009"
12683,Jeff Monson,9,loss,Josh Barnett,Sengoku - Second Battle,"May. 18, 2008"
12684,Jeff Monson,8,win,Kazuyuki Fujita,PRIDE 34: Kamikaze,"Apr. 08, 2007"
12685,Jeff Monson,7,loss,Tim Sylvia,UFC 65: Bad Intentions,"Nov. 18, 2006"
12686,Jeff Monson,6,win,Anthony Perosh,UFC 61: Bitter Rivals,"Jul. 08, 2006"
12687,Jeff Monson,5,win,Marcio Cruz,UFC 59: Reality Check,"Apr. 15, 2006"
12688,Jeff Monson,4,win,Branden Lee Hinkle,UFC 57: Liddell vs Couture 3,"Feb. 04, 2006"
12689,Jeff Monson,3,loss,Ricco Rodriguez,UFC 35: Throwdown,"Jan. 11, 2002"
12690,Jeff Monson,2,loss,Chuck Liddell,UFC 29: Defense of the Belts,"Dec. 16, 2000"
12691,Jeff Monson,1,win,Tim Lajcik,UFC 27: Ultimate Bad Boyz,"Sep. 22, 2000"
12692,Sherman Pendergarst,1,loss,Antoni Hardonk,UFC 65: Bad Intentions,"Nov. 18, 2006"
12693,Josh Shockman,2,loss,Cale Yarbrough,Strikeforce - Nashville,"Apr. 17, 2010"
12694,Josh Shockman,1,loss,Jake O'Brien,UFC 65: Bad Intentions,"Nov. 18, 2006"
12695,Edwin DeWees,4,loss,Rogerio Nogueira,Affliction - Banned,"Jul. 19, 2008"
12696,Edwin DeWees,3,loss,Jorge Rivera,The Ultimate Fighter: The Comeback Finale,"Nov. 11, 2006"
12697,Edwin DeWees,2,loss,Chris Leben,UFC Fight Night 2,"Oct. 03, 2005"
12698,Edwin DeWees,1,loss,Rich Franklin,UFC 44: Undisputed,"Sep. 26, 2003"
12699,Jeremy Jackson,3,loss,Pete Spratt,The Ultimate Fighter: The Comeback Finale,"Nov. 11, 2006"
12700,Jeremy Jackson,2,loss,Nick Diaz,UFC 44: Undisputed,"Sep. 26, 2003"
12701,Jeremy Jackson,1,loss,Joe Stevenson,KOTC 15: Bad Intentions,"Jun. 22, 2002"
12702,Gideon Ray,3,loss,Charles McCarthy,The Ultimate Fighter: The Comeback Finale,"Nov. 11, 2006"
12703,Gideon Ray,2,loss,Mike Swick,UFC Fight Night 1,"Aug. 06, 2005"
12704,Gideon Ray,1,loss,David Loiseau,UFC 51: Super Saturday,"Feb. 05, 2005"
12705,Justin James,1,loss,Clay Guida,UFC 64: Unstoppable,"Oct. 14, 2006"
12706,Ken Shamrock,19,loss,Tito Ortiz,Ortiz vs Shamrock 3: The Final Chapter,"Oct. 10, 2006"
12707,Ken Shamrock,18,loss,Tito Ortiz,UFC 61: Bitter Rivals,"Jul. 08, 2006"
12708,Ken Shamrock,17,loss,Kazushi Sakuraba,PRIDE 30: Fully Loaded,"Oct. 23, 2005"
12709,Ken Shamrock,16,loss,Rich Franklin,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr. 09, 2005"
12710,Ken Shamrock,15,win,Kimo Leopoldo,UFC 48: Payback,"Jun. 19, 2004"
12711,Ken Shamrock,14,loss,Tito Ortiz,UFC 40: Vendetta,"Nov. 22, 2002"
12712,Ken Shamrock,13,loss,Don Frye,PRIDE 19: Bad Blood,"Feb. 24, 2002"
12713,Ken Shamrock,12,loss,Kazuyuki Fujita,PRIDE 10: Return of the Warriors,"Aug. 27, 2000"
12714,Ken Shamrock,11,win,Alexander Otsuka,PRIDE Grand Prix 2000 Finals,"May. 01, 2000"
12715,Ken Shamrock,10,win,Brian Johnston,UFC - Ultimate Ultimate '96,"Dec. 07, 1996"
12716,Ken Shamrock,9,loss,Dan Severn,UFC 9: Motor City Madness,"May. 17, 1996"
12717,Ken Shamrock,8,win,Kimo Leopoldo,UFC 8: David vs Goliath,"Feb. 16, 1996"
12718,Ken Shamrock,7,draw,Oleg Taktarov,UFC 7: The Brawl in Buffalo,"Sep. 08, 1995"
12719,Ken Shamrock,6,win,Dan Severn,UFC 6: Clash of the Titans,"Jul. 14, 1995"
12720,Ken Shamrock,5,draw,Royce Gracie,UFC 5: The Return of the Beast,"Apr. 07, 1995"
12721,Ken Shamrock,4,win,Felix Lee Mitchell,UFC 3: The American Dream,"Sep. 09, 1994"
12722,Ken Shamrock,3,win,Christophe Leninger,UFC 3: The American Dream,"Sep. 09, 1994"
12723,Ken Shamrock,2,loss,Royce Gracie,UFC 1: The Beginning,"Nov. 12, 1993"
12724,Ken Shamrock,1,win,Patrick Smith,UFC 1: The Beginning,"Nov. 12, 1993"
12725,Crafton Wallace,3,loss,Nate Marquardt,Ortiz vs Shamrock 3: The Final Chapter,"Oct. 10, 2006"
12726,Crafton Wallace,2,loss,Martin Kampmann,UFC Fight Night 6,"Aug. 17, 2006"
12727,Crafton Wallace,1,win,Ray Routh,Strikeforce - Shamrock vs. Gracie,"Mar. 10, 2006"
12728,Mario Neto,1,loss,Eddie Sanchez,UFC 63: Hughes vs Penn,"Sep. 23, 2006"
12729,Danny Abbadi,2,loss,Jorge Gurgel,UFC 63: Hughes vs Penn,"Sep. 23, 2006"
12730,Danny Abbadi,1,loss,Kalib Starnes,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Jun. 24, 2006"
12731,Rob MacDonald,3,loss,Eric Schafer,UFC 62: Liddell vs Sobral,"Aug. 26, 2006"
12732,Rob MacDonald,2,win,Kristian Rothaermel,UFC Fight Night 5,"Jun. 28, 2006"
12733,Rob MacDonald,1,loss,Jason Lambert,UFC 58: USA vs Canada,"Mar. 04, 2006"
12734,Wes Combs,2,loss,Wilson Gouveia,UFC 62: Liddell vs Sobral,"Aug. 26, 2006"
12735,Wes Combs,1,loss,Mike Nickels,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Jun. 24, 2006"
12736,Cory Walmsley,1,loss,David Heath,UFC 62: Liddell vs Sobral,"Aug. 26, 2006"
12737,Yuki Sasaki,2,loss,Dean Lister,UFC Fight Night 6,"Aug. 17, 2006"
12738,Yuki Sasaki,1,loss,Rodrigo Gracie,PRIDE 24: Cold Fury 3,"Dec. 23, 2002"
12739,Jason Von Flue,6,loss,Luke Stewart,Strikeforce - Shamrock vs. Baroni,"Jun. 22, 2007"
12740,Jason Von Flue,5,loss,Cung Le,Strikeforce - Triple Threat,"Dec. 08, 2006"
12741,Jason Von Flue,4,win,Eric Wray,Strikeforce - Tank vs. Buentello,"Oct. 07, 2006"
12742,Jason Von Flue,3,loss,Joe Riggs,UFC Fight Night 6,"Aug. 17, 2006"
12743,Jason Von Flue,2,loss,Luke Cummo,UFC Fight Night 4,"Apr. 06, 2006"
12744,Jason Von Flue,1,win,Alex Karalexis,UFC Fight Night 3,"Jan. 16, 2006"
12745,Kristof Midoux,2,loss,Jake O'Brien,UFC Fight Night 6,"Aug. 17, 2006"
12746,Kristof Midoux,1,loss,Fabricio Werdum,WAFF 2,"Mar. 22, 2003"
12747,Sammy Morgan,5,loss,Duane Ludwig,Strikeforce - Payback,"Oct. 03, 2008"
12748,Sammy Morgan,4,loss,Paul Daley,EliteXC - ShoXC 4,"Jan. 25, 2008"
12749,Sammy Morgan,3,loss,Cung Le,"Strikeforce - Four Men Enter, One Man Survives","Nov. 16, 2007"
12750,Sammy Morgan,2,loss,Forrest Petz,UFC Fight Night 6,"Aug. 17, 2006"
12751,Sammy Morgan,1,loss,Joshua Burkman,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Nov. 05, 2005"
12752,Dan Christison,2,loss,Frank Mir,UFC 61: Bitter Rivals,"Jul. 08, 2006"
12753,Dan Christison,1,win,Brad Imes,UFC Fight Night 4,"Apr. 06, 2006"
12754,Joe Jordan,1,loss,Hermes Franca,UFC 61: Bitter Rivals,"Jul. 08, 2006"
12755,Gilbert Aldana,2,loss,Cheick Kongo,UFC 61: Bitter Rivals,"Jul. 08, 2006"
12756,Gilbert Aldana,1,loss,Paul Buentello,UFC 57: Liddell vs Couture 3,"Feb. 04, 2006"
12757,Branden Lee Hinkle,3,loss,Jason Lambert,UFC Fight Night 5,"Jun. 28, 2006"
12758,Branden Lee Hinkle,2,loss,Jeff Monson,UFC 57: Liddell vs Couture 3,"Feb. 04, 2006"
12759,Branden Lee Hinkle,1,win,Sean Gannon,UFC 55: Fury,"Oct. 07, 2005"
12760,Kristian Rothaermel,1,loss,Rob MacDonald,UFC Fight Night 5,"Jun. 28, 2006"
12761,Justin Levens,4,win,Justin Hawes,WEC 24: Full Force,"Oct. 12, 2006"
12762,Justin Levens,3,loss,Jorge Santiago,UFC Fight Night 5,"Jun. 28, 2006"
12763,Justin Levens,2,loss,Evan Tanner,UFC 59: Reality Check,"Apr. 15, 2006"
12764,Justin Levens,1,loss,Scott Smith,WEC 18: Unfinished Business,"Jan. 13, 2006"
12765,Solomon Hutcherson,1,loss,Luigi Fioravanti,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Jun. 24, 2006"
12766,Royce Gracie,17,win,Kazushi Sakuraba,K-1 Dynamite!! USA,"Jun. 02, 2007"
12767,Royce Gracie,16,loss,Matt Hughes,UFC 60: Hughes vs Gracie,"May. 27, 2006"
12768,Royce Gracie,15,draw,Hidehiko Yoshida,PRIDE Shockwave 2003,"Dec. 31, 2003"
12769,Royce Gracie,14,loss,Kazushi Sakuraba,PRIDE Grand Prix 2000 Finals,"May. 01, 2000"
12770,Royce Gracie,13,win,Nobuhiko Takada,PRIDE Grand Prix 2000 Opening Round,"Jan. 30, 2000"
12771,Royce Gracie,12,draw,Ken Shamrock,UFC 5: The Return of the Beast,"Apr. 07, 1995"
12772,Royce Gracie,11,win,Dan Severn,UFC 4: Revenge of the Warriors,"Dec. 16, 1994"
12773,Royce Gracie,10,win,Keith Hackney,UFC 4: Revenge of the Warriors,"Dec. 16, 1994"
12774,Royce Gracie,9,win,Ron van Clief,UFC 4: Revenge of the Warriors,"Dec. 16, 1994"
12775,Royce Gracie,8,win,Kimo Leopoldo,UFC 3: The American Dream,"Sep. 09, 1994"
12776,Royce Gracie,7,win,Patrick Smith,UFC 2: No Way Out,"Mar. 11, 1994"
12777,Royce Gracie,6,win,Remco Pardoel,UFC 2: No Way Out,"Mar. 11, 1994"
12778,Royce Gracie,5,win,Jason DeLucia,UFC 2: No Way Out,"Mar. 11, 1994"
12779,Royce Gracie,4,win,Minoki Ichihara,UFC 2: No Way Out,"Mar. 11, 1994"
12780,Royce Gracie,3,win,Gerard Gordeau,UFC 1: The Beginning,"Nov. 12, 1993"
12781,Royce Gracie,2,win,Ken Shamrock,UFC 1: The Beginning,"Nov. 12, 1993"
12782,Royce Gracie,1,win,Art Jimmerson,UFC 1: The Beginning,"Nov. 12, 1993"
12783,Fabiano Scherner,2,loss,Gabriel Gonzaga,UFC 60: Hughes vs Gracie,"May. 27, 2006"
12784,Fabiano Scherner,1,loss,Brandon Vera,UFC Fight Night 2,"Oct. 03, 2005"
12785,Rick Davis,1,loss,Melvin Guillard,UFC 60: Hughes vs Gracie,"May. 27, 2006"
12786,Nick Thompson,4,loss,Tim Kennedy,Strikeforce Challengers 2,"Jun. 19, 2009"
12787,Nick Thompson,3,loss,Jake Shields,EliteXC - Unfinished Business,"Jul. 26, 2008"
12788,Nick Thompson,2,loss,Karo Parisyan,UFC 59: Reality Check,"Apr. 15, 2006"
12789,Nick Thompson,1,win,Keith Wisniewski,UFC 56: Full Force,"Nov. 19, 2005"
12790,David Terrell,3,win,Scott Smith,UFC 59: Reality Check,"Apr. 15, 2006"
12791,David Terrell,2,loss,Evan Tanner,UFC 51: Super Saturday,"Feb. 05, 2005"
12792,David Terrell,1,win,Matt Lindland,UFC 49: Unfinished Business,"Aug. 21, 2004"
12793,Derrick Noble,1,loss,Thiago Alves,UFC 59: Reality Check,"Apr. 15, 2006"
12794,Ansar Chalangov,2,loss,Josh Koscheck,UFC Fight Night 4,"Apr. 06, 2006"
12795,Ansar Chalangov,1,loss,Thiago Alves,UFC 56: Full Force,"Nov. 19, 2005"
12796,Trevor Prangley,12,loss,Tatsuya Mizuno,DREAM - Japan GP Final,"Jul. 16, 2011"
12797,Trevor Prangley,11,loss,Roger Gracie,Strikeforce - Diaz vs. Cyborg,"Jan. 29, 2011"
12798,Trevor Prangley,10,loss,Tim Kennedy,Strikeforce - Los Angeles,"Jun. 16, 2010"
12799,Trevor Prangley,9,draw,Karl Amoussou,Strikeforce Challengers 6,"Feb. 26, 2010"
12800,Trevor Prangley,8,win,Anthony Ruiz,Strikeforce - At the Mansion 2,"Sep. 20, 2008"
12801,Trevor Prangley,7,loss,Jorge Santiago,"Strikeforce - Four Men Enter, One Man Survives","Nov. 16, 2007"
12802,Trevor Prangley,6,win,Falaniko Vitale,"Strikeforce - Four Men Enter, One Man Survives","Nov. 16, 2007"
12803,Trevor Prangley,5,win,Anthony Ruiz,Strikeforce - Tank vs. Buentello,"Oct. 07, 2006"
12804,Trevor Prangley,4,loss,Chael Sonnen,UFC Fight Night 4,"Apr. 06, 2006"
12805,Trevor Prangley,3,loss,Jeremy Horn,UFC 56: Full Force,"Nov. 19, 2005"
12806,Trevor Prangley,2,win,Travis Lutter,UFC 54: Boiling Point,"Aug. 20, 2005"
12807,Trevor Prangley,1,win,Curtis Stout,UFC 48: Payback,"Jun. 19, 2004"
12808,Steve Vigneault,2,loss,Mike Swick,UFC 58: USA vs Canada,"Mar. 04, 2006"
12809,Steve Vigneault,1,loss,Patrick Cote,TKO 14,"Nov. 29, 2003"
12810,Tom Murphy,1,win,Icho Larenas,UFC 58: USA vs Canada,"Mar. 04, 2006"
12811,Icho Larenas,1,loss,Tom Murphy,UFC 58: USA vs Canada,"Mar. 04, 2006"
12812,Justin Eilers,6,loss,Antonio Silva,EliteXC - Unfinished Business,"Jul. 26, 2008"
12813,Justin Eilers,5,win,Josh Diekmann,WEC 24: Full Force,"Oct. 12, 2006"
12814,Justin Eilers,4,loss,Brandon Vera,UFC 57: Liddell vs Couture 3,"Feb. 04, 2006"
12815,Justin Eilers,3,loss,Andrei Arlovski,UFC 53: Heavy Hitters,"Jun. 04, 2005"
12816,Justin Eilers,2,loss,Paul Buentello,UFC 51: Super Saturday,"Feb. 05, 2005"
12817,Justin Eilers,1,win,Mike Kyle,UFC 49: Unfinished Business,"Aug. 21, 2004"
12818,Mike van Arsdale,5,loss,Renato Sobral,UFC 57: Liddell vs Couture 3,"Feb. 04, 2006"
12819,Mike van Arsdale,4,loss,Randy Couture,UFC 54: Boiling Point,"Aug. 20, 2005"
12820,Mike van Arsdale,3,win,John Marsh,UFC 52: Couture vs Liddell 2,"Apr. 16, 2005"
12821,Mike van Arsdale,2,win,Chris Haseman,WFA 3,"Nov. 23, 2002"
12822,Mike van Arsdale,1,win,Joe Pardo,UFC 17: Redemption,"May. 15, 1998"
12823,Mike Whitehead,5,loss,Muhammed Lawal,Strikeforce - Evolution,"Dec. 19, 2009"
12824,Mike Whitehead,4,win,Kevin Randleman,Strikeforce - Lawler vs. Shields,"Jun. 06, 2009"
12825,Mike Whitehead,3,loss,Renato Sobral,Affliction - Banned,"Jul. 19, 2008"
12826,Mike Whitehead,2,loss,Keith Jardine,UFC 57: Liddell vs Couture 3,"Feb. 04, 2006"
12827,Mike Whitehead,1,loss,Brandon Vera,WEC 13: Heavyweight Explosion,"Jan. 22, 2005"
12828,Alex Karalexis,10,loss,Anthony Pettis,WEC 48: Aldo vs. Faber,"Apr. 24, 2010"
12829,Alex Karalexis,9,win,Greg McIntyre,WEC 39: Brown vs. Garcia,"Mar. 01, 2009"
12830,Alex Karalexis,8,loss,Bart Palaszewski,WEC 37: Torres vs. Tapia,"Dec. 03, 2008"
12831,Alex Karalexis,7,loss,Ed Ratcliff,WEC 31: Faber vs. Curran,"Dec. 12, 2007"
12832,Alex Karalexis,6,win,Josh Smith,WEC 28: Faber vs. Farrar,"Jun. 03, 2007"
12833,Alex Karalexis,5,win,Olaf Alfonso,WEC 25: McCullough vs. Cope,"Jan. 20, 2007"
12834,Alex Karalexis,4,win,Thomas Denny,WEC 23: Hot August Fights,"Aug. 17, 2006"
12835,Alex Karalexis,3,loss,Jason Von Flue,UFC Fight Night 3,"Jan. 16, 2006"
12836,Alex Karalexis,2,loss,Kenny Florian,UFC Fight Night 1,"Aug. 06, 2005"
12837,Alex Karalexis,1,win,Josh Rafferty,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr. 09, 2005"
12838,Kevin Jordan,3,loss,Ray Sefo,Strikeforce Challengers 3,"Sep. 25, 2009"
12839,Kevin Jordan,2,loss,Gabriel Gonzaga,UFC 56: Full Force,"Nov. 19, 2005"
12840,Kevin Jordan,1,loss,Paul Buentello,UFC 53: Heavy Hitters,"Jun. 04, 2005"
12841,Jeff Newton,1,loss,Sam Hoger,UFC 56: Full Force,"Nov. 19, 2005"
12842,Kit Cope,3,loss,Rob McCullough,WEC 25: McCullough vs. Cope,"Jan. 20, 2007"
12843,Kit Cope,2,loss,Kenny Florian,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Nov. 05, 2005"
12844,Kit Cope,1,loss,Tiki Ghosn,WFA 2,"Jul. 05, 2002"
12845,Kerry Schall,1,loss,Keith Jardine,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Nov. 05, 2005"
12846,Sean Gannon,1,loss,Branden Lee Hinkle,UFC 55: Fury,"Oct. 07, 2005"
12847,Keigo Kunihara,1,loss,Marcio Cruz,UFC 55: Fury,"Oct. 07, 2005"
12848,Ron Faircloth,1,nc,Alessio Sakara,UFC 55: Fury,"Oct. 07, 2005"
12849,Tra Telligman,7,loss,Tim Sylvia,UFC 54: Boiling Point,"Aug. 20, 2005"
12850,Tra Telligman,6,loss,Pedro Rizzo,UFC 43: Meltdown,"Jun. 06, 2003"
12851,Tra Telligman,5,win,Igor Vovchanchyn,PRIDE 13: Collision Course,"Mar. 25, 2001"
12852,Tra Telligman,4,loss,Carlos Barreto,PRIDE 9: New Blood,"Jun. 04, 2000"
12853,Tra Telligman,3,loss,Pedro Rizzo,UFC 20: Battle for the Gold,"May. 07, 1999"
12854,Tra Telligman,2,win,Brad Kohler,UFC - Ultimate Japan,"Dec. 21, 1997"
12855,Tra Telligman,1,loss,Vitor Belfort,UFC 12: Judgement Day,"Feb. 07, 1997"
12856,Brian Gassaway,2,loss,John Alessio,WEC 25: McCullough vs. Cope,"Jan. 20, 2007"
12857,Brian Gassaway,1,loss,Diego Sanchez,UFC 54: Boiling Point,"Aug. 20, 2005"
12858,Matt Lindland,19,loss,Robbie Lawler,Strikeforce - Henderson vs. Babalu,"Dec. 04, 2010"
12859,Matt Lindland,18,win,Kevin Casey,Strikeforce Challengers 8,"May. 21, 2010"
12860,Matt Lindland,17,loss,Jacare Souza,Strikeforce - Evolution,"Dec. 19, 2009"
12861,Matt Lindland,16,loss,Vitor Belfort,Affliction - Day of Reckoning,"Jan. 24, 2009"
12862,Matt Lindland,15,win,Fabio Nascimento,Affliction - Banned,"Jul. 19, 2008"
12863,Matt Lindland,14,loss,Fedor Emelianenko,BodogFight - Clash of Nations,"Apr. 14, 2007"
12864,Matt Lindland,13,loss,Quinton Jackson,WFA - King of the Streets,"Jul. 22, 2006"
12865,Matt Lindland,12,win,Joe Doerksen,UFC 54: Boiling Point,"Aug. 20, 2005"
12866,Matt Lindland,11,win,Travis Lutter,UFC 52: Couture vs Liddell 2,"Apr. 16, 2005"
12867,Matt Lindland,10,loss,David Terrell,UFC 49: Unfinished Business,"Aug. 21, 2004"
12868,Matt Lindland,9,win,Falaniko Vitale,UFC 45: Revolution,"Nov. 21, 2003"
12869,Matt Lindland,8,loss,Falaniko Vitale,UFC 43: Meltdown,"Jun. 06, 2003"
12870,Matt Lindland,7,win,Phil Baroni,UFC 41: Onslaught,"Feb. 28, 2003"
12871,Matt Lindland,6,win,Ivan Salaverry,UFC 39: The Warriors Return,"Sep. 27, 2002"
12872,Matt Lindland,5,loss,Murilo Bustamante,UFC 37: High Impact,"May. 10, 2002"
12873,Matt Lindland,4,win,Pat Miletich,UFC 36: Worlds Collide,"Mar. 22, 2002"
12874,Matt Lindland,3,win,Phil Baroni,UFC 34: High Voltage,"Nov. 02, 2001"
12875,Matt Lindland,2,win,Ricardo Almeida,UFC 31: Locked and Loaded,"May. 04, 2001"
12876,Matt Lindland,1,win,Yoji Anjo,UFC 29: Defense of the Belts,"Dec. 16, 2000"
12877,Bill Mahood,3,loss,Bobby Southworth,Strikeforce - Playboy Mansion,"Sep. 29, 2007"
12878,Bill Mahood,2,loss,Forrest Griffin,UFC 53: Heavy Hitters,"Jun. 04, 2005"
12879,Bill Mahood,1,loss,Patrick Cote,TKO 16,"May. 22, 2004"
12880,Koji Oishi,2,loss,Nick Diaz,UFC 53: Heavy Hitters,"Jun. 04, 2005"
12881,Koji Oishi,1,loss,Laverne Clark,UFC 25: Ultimate Japan 3,"Apr. 14, 2000"
12882,Travis Wiuff,4,loss,Muhammed Lawal,Sengoku - Fifth Battle,"Sep. 28, 2008"
12883,Travis Wiuff,3,loss,James Lee,PRIDE 33: The Second Coming,"Feb. 24, 2007"
12884,Travis Wiuff,2,loss,Renato Sobral,UFC 52: Couture vs Liddell 2,"Apr. 16, 2005"
12885,Travis Wiuff,1,loss,Vladimir Matyushenko,UFC 40: Vendetta,"Nov. 22, 2002"
12886,John Marsh,2,loss,Mike van Arsdale,UFC 52: Couture vs Liddell 2,"Apr. 16, 2005"
12887,John Marsh,1,loss,Ricco Rodriguez,PRIDE 12: Cold Fury,"Dec. 09, 2000"
12888,Bobby Southworth,8,loss,Renato Sobral,Strikeforce - Destruction,"Nov. 21, 2008"
12889,Bobby Southworth,7,win,Anthony Ruiz,Strikeforce - Melendez vs. Thomson,"Jun. 27, 2008"
12890,Bobby Southworth,6,loss,Anthony Ruiz,"Strikeforce - Four Men Enter, One Man Survives","Nov. 16, 2007"
12891,Bobby Southworth,5,win,Bill Mahood,Strikeforce - Playboy Mansion,"Sep. 29, 2007"
12892,Bobby Southworth,4,win,Vernon White,Strikeforce - Triple Threat,"Dec. 08, 2006"
12893,Bobby Southworth,3,nc,James Irvin,Strikeforce - Revenge,"Jun. 09, 2006"
12894,Bobby Southworth,2,loss,Sam Hoger,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr. 09, 2005"
12895,Bobby Southworth,1,loss,Vitor Belfort,PRIDE 13: Collision Course,"Mar. 25, 2001"
12896,Jason Thacker,1,loss,Chris Leben,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr. 09, 2005"
12897,Chris Sanford,1,loss,Josh Koscheck,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr. 09, 2005"
12898,Lodune Sincaid,3,loss,Doug Marshall,WEC 23: Hot August Fights,"Aug. 17, 2006"
12899,Lodune Sincaid,2,loss,Jason Miller,WFA - King of the Streets,"Jul. 22, 2006"
12900,Lodune Sincaid,1,loss,Nate Quarry,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr. 09, 2005"
12901,Alex Schoenauer,2,loss,Vladimir Matyushenko,IFL - World Grand Prix Semifinals,"Nov. 03, 2007"
12902,Alex Schoenauer,1,loss,Mike Swick,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr. 09, 2005"
12903,Josh Rafferty,1,loss,Alex Karalexis,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr. 09, 2005"
12904,Mike Kyle,13,loss,Gegard Mousasi,Strikeforce - Marquardt vs Saffiedine,"Jan. 12, 2013"
12905,Mike Kyle,12,nc,Rafael Cavalcante,Strikeforce - Barnett vs Cormier,"May. 19, 2012"
12906,Mike Kyle,11,win,Marcos Rogerio de Lima,Strikeforce - Barnett vs. Kharitonov,"Sep. 10, 2011"
12907,Mike Kyle,10,loss,Antonio Silva,Strikeforce - Henderson vs. Babalu,"Dec. 04, 2010"
12908,Mike Kyle,9,win,Abongo Humphrey,Strikeforce Challengers 9,"Jul. 23, 2010"
12909,Mike Kyle,8,loss,Fabricio Werdum,Strikeforce - Carano vs. Cyborg,"Aug. 15, 2009"
12910,Mike Kyle,7,win,Rafael Cavalcante,Strikeforce - Lawler vs. Shields,"Jun. 06, 2009"
12911,Mike Kyle,6,loss,Wayne Cole,Strikeforce - Shamrock vs. Le,"Mar. 29, 2008"
