,fighter_name,fight#,outcome,opponent_name,event,date
4196,Kyung Ho Kang,9,win,Pingyuan Liu,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
4197,Kyung Ho Kang,8,win,Brandon Davis,UFC 241: Cormier vs. Miocic 2,"Aug. 17, 2019"
4198,Kyung Ho Kang,7,win,Teruto Ishihara,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019"
4199,Kyung Ho Kang,6,loss,Ricardo Ramos,UFC 227: Dillashaw vs. Garbrandt 2,"Aug. 04, 2018"
4200,Kyung Ho Kang,5,win,Guido Cannetti,UFC Fight Night: Stephens vs. Choi,"Jan. 14, 2018"
4201,Kyung Ho Kang,4,win,Michinori Tanaka,UFC Fight Night: Hunt vs Nelson,"Sep. 20, 2014"
4202,Kyung Ho Kang,3,win,Shunichi Shimizu,UFC Fight Night: Saffiedine vs Lim,"Jan. 04, 2014"
4203,Kyung Ho Kang,2,loss,Chico Camus,UFC 164: Henderson vs Pettis 2,"Aug. 31, 2013"
4204,Kyung Ho Kang,1,nc,Alex Caceres,UFC on FUEL TV: Silva vs. Stann,"Mar. 02, 2013"
4205,Pingyuan Liu,4,loss,Kyung Ho Kang,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
4206,Pingyuan Liu,3,loss,Jonathan Martinez,UFC Fight Night: De Randamie vs. Ladd,"Jul. 13, 2019"
4207,Pingyuan Liu,2,win,Martin Day,UFC Fight Night: Blaydes vs. Ngannou 2,"Nov. 24, 2018"
4208,Pingyuan Liu,1,win,Damian Stasiak,UFC Fight Night: Shogun vs. Smith,"Jul. 22, 2018"
4209,SeungWoo Choi,3,win,Suman Mokhtarian,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
4210,SeungWoo Choi,2,loss,Gavin Tucker,UFC 240: Holloway vs. Edgar,"Jul. 27, 2019"
4211,SeungWoo Choi,1,loss,Movsar Evloev,UFC Fight Night: Overeem vs. Oleinik,"Apr. 20, 2019"
4212,Suman Mokhtarian,2,loss,SeungWoo Choi,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
4213,Suman Mokhtarian,1,loss,Sodiq Yusuff,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
4214,Dong Hyun Ma,8,loss,Omar Morales,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
4215,Dong Hyun Ma,7,loss,Scott Holtzman,UFC Fight Night: Covington vs. Lawler,"Aug. 03, 2019"
4216,Dong Hyun Ma,6,loss,Devonte Smith,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019"
4217,Dong Hyun Ma,5,win,Damien Brown,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018"
4218,Dong Hyun Ma,4,win,Takanori Gomi,UFC Fight Night: Saint Preux vs. Okami,"Sep. 22, 2017"
4219,Dong Hyun Ma,3,win,Brendan O'Reilly,The Ultimate Fighter: Tournament of Champions Finale,"Dec. 03, 2016"
4220,Dong Hyun Ma,2,loss,Marco Polo Reyes,UFC 199: Rockhold vs. Bisping 2,"Jun. 04, 2016"
4221,Dong Hyun Ma,1,loss,Dominique Steele,UFC Fight Night: Henderson vs Masvidal,"Nov. 28, 2015"
4222,Matt Schnell,7,loss,Alexandre Pantoja,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
4223,Matt Schnell,6,win,Jordan Espinosa,UFC Fight Night: Covington vs. Lawler,"Aug. 03, 2019"
4224,Matt Schnell,5,win,Louis Smolka,UFC Fight Night: Lewis vs. Dos Santos,"Mar. 09, 2019"
4225,Matt Schnell,4,win,Naoki Inoue,UFC Fight Night: Cowboy vs. Edwards,"Jun. 23, 2018"
4226,Matt Schnell,3,win,Marco Beltran,UFC 216: Ferguson vs. Lee,"Oct. 07, 2017"
4227,Matt Schnell,2,loss,Hector Sandoval,UFC Fight Night: Swanson vs. Lobov,"Apr. 22, 2017"
4228,Matt Schnell,1,loss,Rob Font,The Ultimate Fighter: Tournament of Champions Finale,"Dec. 03, 2016"
4229,Raoni Barcelos,4,win,Said Nurmagomedov,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
4230,Raoni Barcelos,3,win,Carlos Huachin,UFC 237: Namajunas vs. Andrade,"May. 11, 2019"
4231,Raoni Barcelos,2,win,Chris Gutierrez,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018"
4232,Raoni Barcelos,1,win,Kurt Holobaugh,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018"
4233,Miranda Granger,2,loss,Amanda Lemos,UFC Fight Night: Edgar vs. The Korean Zombie,"Dec. 21, 2019"
4234,Miranda Granger,1,win,Hannah Goldy,UFC Fight Night: Covington vs. Lawler,"Aug. 03, 2019"
4235,Urijah Faber,30,loss,Petr Yan,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
4236,Urijah Faber,29,win,Ricky Simon,UFC Fight Night: De Randamie vs. Ladd,"Jul. 13, 2019"
4237,Urijah Faber,28,win,Brad Pickett,UFC on FOX: VanZant vs. Waterson,"Dec. 17, 2016"
4238,Urijah Faber,27,loss,Jimmie Rivera,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016"
4239,Urijah Faber,26,loss,Dominick Cruz,UFC 199: Rockhold vs. Bisping 2,"Jun. 04, 2016"
4240,Urijah Faber,25,win,Frankie Saenz,UFC 194: Aldo vs McGregor,"Dec. 12, 2015"
4241,Urijah Faber,24,loss,Frankie Edgar,UFC Fight Night: Edgar vs Faber,"May. 16, 2015"
4242,Urijah Faber,23,win,Francisco Rivera,UFC 181: Hendricks vs Lawler II,"Dec. 06, 2014"
4243,Urijah Faber,22,win,Alex Caceres,UFC 175: Weidman vs Machida,"Jul. 05, 2014"
4244,Urijah Faber,21,loss,Renan Barao,UFC 169: Barao vs Faber 2,"Feb. 01, 2014"
4245,Urijah Faber,20,win,Michael McDonald,UFC on FOX: Johnson vs. Benavidez 2,"Dec. 14, 2013"
4246,Urijah Faber,19,win,Iuri Alcantara,UFC Fight Night: Shogun vs Sonnen,"Aug. 17, 2013"
4247,Urijah Faber,18,win,Scott Jorgensen,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"Apr. 13, 2013"
4248,Urijah Faber,17,win,Ivan Menjivar,UFC 157: Rousey vs Carmouche,"Feb. 23, 2013"
4249,Urijah Faber,16,loss,Renan Barao,UFC 149: Faber vs Barao,"Jul. 21, 2012"
4250,Urijah Faber,15,win,Brian Bowles,UFC 139: Shogun vs Henderson,"Nov. 19, 2011"
4251,Urijah Faber,14,loss,Dominick Cruz,UFC 132: Cruz vs Faber,"Jul. 02, 2011"
4252,Urijah Faber,13,win,Eddie Wineland,UFC 128: Shogun vs Jones,"Mar. 19, 2011"
4253,Urijah Faber,12,win,Takeya Mizugaki,WEC 52: Faber vs. Mizugaki,"Nov. 11, 2010"
4254,Urijah Faber,11,loss,Jose Aldo,WEC 48: Aldo vs. Faber,"Apr. 24, 2010"
4255,Urijah Faber,10,win,Raphael Assuncao,WEC 46: Varner vs. Henderson,"Jan. 10, 2010"
4256,Urijah Faber,9,loss,Mike Brown,WEC 41: Brown vs. Faber 2,"Jun. 07, 2009"
4257,Urijah Faber,8,win,Jens Pulver,WEC 38: Varner vs. Cerrone,"Jan. 25, 2009"
4258,Urijah Faber,7,loss,Mike Brown,WEC 36: Faber vs. Brown,"Nov. 05, 2008"
4259,Urijah Faber,6,win,Jens Pulver,WEC 34: Faber vs. Pulver,"Jun. 01, 2008"
4260,Urijah Faber,5,win,Jeff Curran,WEC 31: Faber vs. Curran,"Dec. 12, 2007"
4261,Urijah Faber,4,win,Chance Farrar,WEC 28: Faber vs. Farrar,"Jun. 03, 2007"
4262,Urijah Faber,3,win,Dominick Cruz,WEC 26: Condit vs. Alessio,"Mar. 24, 2007"
4263,Urijah Faber,2,win,Joe Pearson,WEC 25: McCullough vs. Cope,"Jan. 20, 2007"
4264,Urijah Faber,1,win,Cole Escovedo,WEC 19: Undisputed,"Mar. 17, 2006"
4265,Geoff Neal,6,win,Mike Perry,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
4266,Geoff Neal,5,win,Niko Price,UFC 240: Holloway vs. Edgar,"Jul. 27, 2019"
4267,Geoff Neal,4,win,Belal Muhammad,UFC Fight Night: Cejudo vs. Dillashaw,"Jan. 19, 2019"
4268,Geoff Neal,3,win,Frank Camacho,UFC 228: Woodley vs. Till,"Sep. 08, 2018"
4269,Geoff Neal,2,win,Brian Camozzi,UFC Fight Night: Cerrone vs. Medeiros,"Feb. 18, 2018"
4270,Geoff Neal,1,win,Chase Waldon,DWCS 1.3,"Jul. 25, 2017"
4271,Ben Saunders,19,loss,Matt Brown,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
4272,Ben Saunders,18,loss,Takashi Sato,UFC Fight Night: Jacare vs. Hermansson,"Apr. 27, 2019"
4273,Ben Saunders,17,loss,Lyman Good,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018"
4274,Ben Saunders,16,loss,Sergio Moraes,UFC Fight Night: Marreta vs. Anders,"Sep. 22, 2018"
4275,Ben Saunders,15,win,Jake Ellenberger,UFC Fight Night: Rivera vs. Moraes,"Jun. 01, 2018"
4276,Ben Saunders,14,loss,Alan Jouban,UFC Fight Night: Emmett vs. Stephens,"Feb. 24, 2018"
4277,Ben Saunders,13,loss,Peter Sobotta,UFC Fight Night: Gustafsson vs. Teixeira,"May. 28, 2017"
4278,Ben Saunders,12,win,Court McGee,UFC Fight Night: Rodriguez vs. Penn,"Jan. 15, 2017"
4279,Ben Saunders,11,loss,Patrick Cote,UFC Fight Night: Dillashaw vs Cruz,"Jan. 17, 2016"
4280,Ben Saunders,10,win,Kenny Robertson,UFC on FOX: Dillashaw vs. Barao II,"Jul. 25, 2015"
4281,Ben Saunders,9,win,Joe Riggs,UFC on FOX: Dos Santos vs Miocic,"Dec. 13, 2014"
4282,Ben Saunders,8,win,Chris Heatherly,UFC Fight Night: Henderson vs Dos Anjos,"Aug. 23, 2014"
4283,Ben Saunders,7,loss,Dennis Hallman,UFC 117: Silva vs Sonnen,"Aug. 07, 2010"
4284,Ben Saunders,6,loss,Jon Fitch,UFC 111: St-Pierre vs Hardy,"Mar. 27, 2010"
4285,Ben Saunders,5,win,Marcus Davis,UFC 106: Ortiz vs Griffin 2,"Nov. 21, 2009"
4286,Ben Saunders,4,loss,Mike Swick,UFC 99: The Comeback,"Jun. 13, 2009"
4287,Ben Saunders,3,win,Brandon Wolff,UFC Fight Night - Fight for the Troops,"Dec. 10, 2008"
4288,Ben Saunders,2,win,Ryan Thomas,UFC 87: Seek And Destroy,"Aug. 09, 2008"
4289,Ben Saunders,1,win,Dan Barrera,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Dec. 08, 2007"
4290,Daniel Teymur,5,loss,Chase Hooper,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
4291,Daniel Teymur,4,win,Sung Bin Jo,UFC Fight Night: Gustafsson vs. Smith,"Jun. 01, 2019"
4292,Daniel Teymur,3,loss,Chris Fishgold,UFC Fight Night: Blachowicz vs. Santos,"Feb. 23, 2019"
4293,Daniel Teymur,2,loss,Julio Arce,UFC Fight Night: Rivera vs. Moraes,"Jun. 01, 2018"
4294,Daniel Teymur,1,loss,Danny Henry,UFC Fight Night: Nelson vs. Ponzinibbio,"Jul. 16, 2017"
4295,Punahele Soriano,2,win,Oskar Piechota,UFC 245: Usman vs. Covington,"Dec. 14, 2019"
4296,Punahele Soriano,1,win,Jamie Pickett,DWCS 3.1,"Jun. 18, 2019"
4297,Stefan Struve,23,loss,Ben Rothwell,UFC Fight Night: Overeem vs. Rozenstruik,"Oct. 24, 2020"
4298,Stefan Struve,22,win,Marcos Rogerio de Lima,UFC Fight Night: Blachowicz vs. Santos,"Dec. 07, 2019"
4299,Stefan Struve,21,loss,Marcin Tybura,UFC Fight Night: Shogun vs. Smith,"Feb. 23, 2019"
4300,Stefan Struve,20,loss,Andrei Arlovski,UFC 222: Cyborg vs. Kunitskaya,"Jul. 22, 2018"
4301,Stefan Struve,19,loss,Alexander Volkov,UFC Fight Night: Volkov vs. Struve,"Mar. 03, 2018"
4302,Stefan Struve,18,win,Daniel Omielanczuk,UFC 204: Bisping vs. Henderson,"Sep. 02, 2017"
4303,Stefan Struve,17,win,Antonio Silva,UFC Fight Night: Overeem vs Arlovski,"Oct. 08, 2016"
4304,Stefan Struve,16,loss,Jared Rosholt,UFC 193: Rousey vs Holm,"May. 08, 2016"
4305,Stefan Struve,15,win,Antonio Rodrigo Nogueira,UFC 190: Rousey vs Correia,"Nov. 14, 2015"
4306,Stefan Struve,14,loss,Alistair Overeem,UFC on FOX: Dos Santos vs Miocic,"Aug. 01, 2015"
4307,Stefan Struve,13,loss,Mark Hunt,UFC on FUEL TV: Silva vs. Stann,"Dec. 13, 2014"
4308,Stefan Struve,12,win,Stipe Miocic,UFC on FUEL TV: Struve vs Miocic,"Mar. 02, 2013"
4309,Stefan Struve,11,win,Lavar Johnson,UFC 146: Dos Santos vs Mir,"Sep. 29, 2012"
4310,Stefan Struve,10,win,Dave Herman,UFC on FUEL TV: Sanchez vs Ellenberger,"May. 26, 2012"
4311,Stefan Struve,9,win,Pat Barry,UFC Live: Cruz vs Johnson,"Feb. 15, 2012"
4312,Stefan Struve,8,loss,Travis Browne,UFC 130: Rampage vs Hamill,"Oct. 01, 2011"
4313,Stefan Struve,7,win,Sean McCorkle,UFC 124: St-Pierre vs Koscheck 2,"May. 28, 2011"
4314,Stefan Struve,6,win,Christian Morecraft,UFC 117: Silva vs Sonnen,"Dec. 11, 2010"
4315,Stefan Struve,5,loss,Roy Nelson,UFC Fight Night: Florian vs Gomi,"Aug. 07, 2010"
4316,Stefan Struve,4,win,Paul Buentello,UFC 107: Penn vs Sanchez,"Mar. 31, 2010"
4317,Stefan Struve,3,win,Chase Gormley,UFC 104: Machida vs Shogun,"Dec. 12, 2009"
4318,Stefan Struve,2,win,Denis Stojnic,UFC 99: The Comeback,"Oct. 24, 2009"
4319,Stefan Struve,1,loss,Junior Dos Santos,UFC 95: Sanchez vs Stevenson,"Jun. 13, 2009"
4320,Aspen Ladd,5,win,Yana Kunitskaya,UFC Fight Night: Overeem vs. Rozenstruik,"Dec. 07, 2019"
4321,Aspen Ladd,4,loss,Germaine de Randamie,UFC Fight Night: De Randamie vs. Ladd,"Jul. 13, 2019"
4322,Aspen Ladd,3,win,Sijara Eubanks,UFC Fight Night: Dos Anjos vs. Lee,"May. 18, 2019"
4323,Aspen Ladd,2,win,Tonya Evinger,UFC 229: Khabib vs. McGregor,"Oct. 06, 2018"
4324,Aspen Ladd,1,win,Lina Lansberg,UFC Fight Night: Cerrone vs. Till,"Oct. 21, 2017"
4325,Rob Font,10,win,Ricky Simon,UFC Fight Night: Overeem vs. Rozenstruik,"Dec. 07, 2019"
4326,Rob Font,9,win,Sergio Pettis,UFC Fight Night: Lee vs. Iaquinta,"Dec. 15, 2018"
4327,Rob Font,8,loss,Raphael Assuncao,UFC 226: Miocic vs. Cormier,"Jul. 07, 2018"
4328,Rob Font,7,win,Thomas Almeida,UFC 220: Miocic vs. Ngannou,"Jan. 20, 2018"
4329,Rob Font,6,loss,Pedro Munhoz,UFC Fight Night: Brunson vs. Machida,"Oct. 28, 2017"
4330,Rob Font,5,win,Douglas Silva de Andrade,UFC 213: Romero vs. Whittaker,"Jul. 08, 2017"
4331,Rob Font,4,win,Matt Schnell,The Ultimate Fighter: Tournament of Champions Finale,"Dec. 03, 2016"
4332,Rob Font,3,loss,John Lineker,UFC 198: Werdum vs Miocic,"May. 14, 2016"
4333,Rob Font,2,win,Joey Gomez,UFC Fight Night: Dillashaw vs Cruz,"Jan. 17, 2016"
4334,Rob Font,1,win,George Roop,UFC 175: Weidman vs Machida,"Jul. 05, 2014"
4335,Thiago Alves,27,loss,Tim Means,UFC Fight Night: Overeem vs. Rozenstruik,"Dec. 07, 2019"
4336,Thiago Alves,26,loss,Laureano Staropoli,UFC 237: Namajunas vs. Andrade,"May. 11, 2019"
4337,Thiago Alves,25,win,Max Griffin,UFC Fight Night: Assuncao vs. Moraes 2,"Feb. 02, 2019"
4338,Thiago Alves,24,loss,Aleksei Kunchenko,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018"
4339,Thiago Alves,23,loss,Curtis Millender,UFC Fight Night: Cerrone vs. Medeiros,"Feb. 18, 2018"
4340,Thiago Alves,22,win,Patrick Cote,UFC 210: Cormier vs. Johnson 2,"Apr. 08, 2017"
4341,Thiago Alves,21,loss,Jim Miller,UFC 205: Alvarez vs McGregor,"Nov. 12, 2016"
4342,Thiago Alves,20,loss,Carlos Condit,UFC Fight Night: Condit vs Alves,"May. 30, 2015"
4343,Thiago Alves,19,win,Jordan Mein,UFC 183: Silva vs Diaz,"Jan. 31, 2015"
4344,Thiago Alves,18,win,Seth Baczynski,UFC on FOX: Werdum vs Browne,"Apr. 19, 2014"
4345,Thiago Alves,17,loss,Martin Kampmann,UFC on FX: Alves vs Kampmann,"Mar. 02, 2012"
4346,Thiago Alves,16,win,Papy Abedi,UFC 138: Leben vs Munoz,"Nov. 05, 2011"
4347,Thiago Alves,15,loss,Rick Story,UFC 130: Rampage vs Hamill,"May. 28, 2011"
4348,Thiago Alves,14,win,John Howard,UFC 124: St-Pierre vs Koscheck 2,"Dec. 11, 2010"
4349,Thiago Alves,13,loss,Jon Fitch,UFC 117: Silva vs Sonnen,"Aug. 07, 2010"
4350,Thiago Alves,12,loss,Georges St-Pierre,UFC 100,"Jul. 11, 2009"
4351,Thiago Alves,11,win,Josh Koscheck,UFC 90: Silva vs Cote,"Oct. 25, 2008"
4352,Thiago Alves,10,win,Matt Hughes,UFC 85: Bedlam,"Jun. 07, 2008"
4353,Thiago Alves,9,win,Karo Parisyan,UFC Fight Night: Florian vs Lauzon,"Apr. 02, 2008"
4354,Thiago Alves,8,win,Chris Lytle,UFC 78: Validation,"Nov. 17, 2007"
4355,Thiago Alves,7,win,Kuniyoshi Hironaka,UFC Fight Night: Thomas vs Florian,"Sep. 19, 2007"
4356,Thiago Alves,6,win,Tony DeSouza,UFC 66: Liddell vs Ortiz 2,"Dec. 30, 2006"
4357,Thiago Alves,5,win,John Alessio,Ortiz vs Shamrock 3: The Final Chapter,"Oct. 10, 2006"
4358,Thiago Alves,4,loss,Jon Fitch,UFC Fight Night 5,"Jun. 28, 2006"
4359,Thiago Alves,3,win,Derrick Noble,UFC 59: Reality Check,"Apr. 15, 2006"
4360,Thiago Alves,2,win,Ansar Chalangov,UFC 56: Full Force,"Nov. 19, 2005"
4361,Thiago Alves,1,loss,Spencer Fisher,UFC Fight Night 2,"Oct. 03, 2005"
4362,Jacob Kilburn,2,loss,Billy Quarantillo,UFC Fight Night: Overeem vs. Rozenstruik,"Dec. 07, 2019"
4363,Jacob Kilburn,1,loss,Bobby Moffett,DWCS 2.8,"Aug. 07, 2018"
4364,Matt Sayles,4,loss,Bryce Mitchell,UFC Fight Night: Overeem vs. Rozenstruik,"Dec. 07, 2019"
4365,Matt Sayles,3,win,Kyle Nelson,UFC Fight Night: Iaquinta vs. Cowboy,"May. 04, 2019"
4366,Matt Sayles,2,loss,Sheymon Moraes,UFC 227: Dillashaw vs. Garbrandt 2,"Aug. 04, 2018"
4367,Matt Sayles,1,win,Yazan Hajeh,DWCS 2.2,"Jun. 19, 2018"
4368,Matt Wiman,17,loss,Joe Solecki,UFC Fight Night: Overeem vs. Rozenstruik,"Dec. 07, 2019"
4369,Matt Wiman,16,loss,Luis Pena,UFC Fight Night: Moicano vs. The Korean Zombie,"Jun. 22, 2019"
4370,Matt Wiman,15,win,Isaac Vallie-Flagg,UFC Fight Night: Edgar vs Swanson,"Nov. 22, 2014"
4371,Matt Wiman,14,loss,TJ Grant,UFC on FOX: Johnson vs Dodson,"Jan. 26, 2013"
4372,Matt Wiman,13,win,Paul Sass,UFC on FUEL TV: Struve vs Miocic,"Sep. 29, 2012"
4373,Matt Wiman,12,win,Mac Danzig,UFC Live: Cruz vs Johnson,"Oct. 01, 2011"
4374,Matt Wiman,11,loss,Dennis Siver,UFC 132: Cruz vs Faber,"Jul. 02, 2011"
4375,Matt Wiman,10,win,Cole Miller,UFC Fight Night: Fight for the Troops 2,"Jan. 22, 2011"
4376,Matt Wiman,9,win,Mac Danzig,UFC 115: Liddell vs Franklin,"Jun. 12, 2010"
4377,Matt Wiman,8,win,Shane Nelson,UFC 107: Penn vs Sanchez,"Dec. 12, 2009"
4378,Matt Wiman,7,loss,Sam Stout,UFC 97: Redemption,"Apr. 18, 2009"
4379,Matt Wiman,6,loss,Jim Miller,UFC Fight Night - Fight for the Troops,"Dec. 10, 2008"
4380,Matt Wiman,5,win,Thiago Tavares,UFC 85: Bedlam,"Jun. 07, 2008"
4381,Matt Wiman,4,win,Justin Buchholz,UFC Fight Night: Swick vs Burkman,"Jan. 23, 2008"
